Name,Value
Claire - Soundtrack,1.0
Clans,3.0
Clash of Puppets,1.0
Clergy Splode,3.0
Clicker Heroes,246.0
Clickr,2.0
Clickteam Fusion 2.5,2.0
Clive Barker's Jericho,5.0
Clockwork Empires,1.0
Clockwork Tales Of Glass and Ink,3.0
Cloning Clyde,1.0
Close Combat - Gateway to Caen,1.0
Close Your Eyes,7.0
Closure,24.0
Cloud Chamber,1.0
Cloudberry Kingdom,1.0
Cloudbuilt,5.0
Cloudy with a Chance of Meatballs,1.0
Clown House (Palyao Evi),14.0
Clutch,2.0
Cobi Treasure Deluxe,14.0
Codename CURE,64.0
Codename Gordon,11.0
Codename Panzers - Cold War,2.0
Coffin Dodgers,4.0
Cognition - Original Soundtrack Vol 1,3.0
Cognition An Erica Reed Thriller,3.0
Cogs,47.0
Coil,3.0
Coin Crypt,4.0
Coldfire Keep,3.0
Colin McRae Rally,12.0
Collapse,2.0
Collisions,1.0
Colonial Conquest,1.0
Color Symphony,15.0
ComaMortuary,3.0
Comanche 4,1.0
Combat Arms,29.0
Combat Monsters,5.0
Combat Wings Battle of Britain,5.0
Comedy Quest,2.0
Command HQ,1.0
Command and Conquer 3 Kane's Wrath,14.0
Command and Conquer 3 Tiberium Wars,24.0
Command and Conquer 4 Tiberian Twilight,24.0
Command and Conquer Red Alert 3,34.0
Command and Conquer Red Alert 3 - Uprising,67.0
Commander Conquest of the Americas,5.0
Commander Conquest of the Americas - Pirate Treasure Chest,2.0
Commander Conquest of the Americas Gold,39.0
Commander Keen Complete Pack,13.0
Commando Jack,21.0
Commandos 2 Men of Courage,36.0
Commandos 3 Destination Berlin,29.0
Commandos Behind Enemy Lines,26.0
Commandos Beyond the Call of Duty,26.0
Community College Hero Trial by Fire,1.0
Company of Heroes,179.0
Company of Heroes (New Steam Version),192.0
Company of Heroes 2,112.0
Company of Heroes 2 - Ardennes Assault,16.0
Company of Heroes 2 - The British Forces,6.0
Company of Heroes Europe at War,3.0
Company of Heroes Opposing Fronts,144.0
Company of Heroes Tales of Valor,129.0
Company of Heroes The Great War 1918,3.0
Concursion,2.0
Condemned Criminal Origins,2.0
Conflicks - Revolutionary Space Battles Demo,1.0
Conflict Denied Ops,5.0
Confrontation,31.0
Coniclysm,1.0
Conquest of Champions,6.0
Consortium Soundtrack and Discoveries,2.0
Constant C,1.0
Construct 2 Free,31.0
Construction Machines 2014,6.0
Construction Simulator 2015 Liebherr 150 EC-B,4.0
Construction Simulator 2015 Liebherr LB28,3.0
Construction Simulator 2015 Liebherr LR 1300,3.0
Construction Simulator 2015 Vertical Skyline,10.0
Construction-Simulator 2015,15.0
Contagion,65.0
Containment The Zombie Puzzler,3.0
Contraption Maker,10.0
Contrast,8.0
Controller Companion,2.0
Convoy,2.0
"Cook, Serve, Delicious!",18.0
Cooking Academy Fire and Knives,1.0
Copa Petrobras de Marcas,41.0
Corona MotorSport,1.0
Corporate Lifestyle Simulator,2.0
Cortex Command,14.0
CortexGearAngryDroids,1.0
Cosmic DJ,2.0
Cosmic Osmo,4.0
Cosmo's Cosmic Adventure,3.0
Cosmonautica,3.0
Cosmonautica - Soundtrack,3.0
Cosmophony,1.0
Cossacks Art of War,7.0
Cossacks Back to War,8.0
Cossacks European Wars,7.0
Cossacks II Battle for Europe,7.0
Cossacks II Napoleonic Wars,10.0
Costume Quest,29.0
Costume Quest 2,1.0
Counter-Strike,856.0
Counter-Strike Condition Zero,679.0
Counter-Strike Condition Zero Deleted Scenes,679.0
Counter-Strike Global Offensive,1412.0
Counter-Strike Nexon Zombies,395.0
Counter-Strike Nexon Zombies - Starter Pack,9.0
Counter-Strike Source,978.0
Crab Cakes Rescue,1.0
Cradle,3.0
Craft The World,16.0
Crash Time II,45.0
Crawl,1.0
Crayon Chronicles,1.0
Crayon Physics Deluxe,43.0
Crazy Cars - Hit the Road,1.0
Crazy Chicken Tales,1.0
Crazy Machines,4.0
Crazy Machines 1.5 Inventors Training Camp,4.0
Crazy Machines 1.5 New from the Lab,4.0
Crazy Machines 2,15.0
Crazy Machines 2 - Jewel Digger DLC,3.0
Crazy Machines 2 Fluid Add-On,5.0
Crazy Machines Elements,3.0
Crazy Machines Golden Gears,1.0
Crazy Plant Shop,3.0
Crazy Taxi,19.0
CreaVures,1.0
Creativerse,28.0
Creeper World 3 Arc Eternal,4.0
Cricket Captain 2014,2.0
Cricket Revolution,3.0
CrimeCraft GangWars,44.0
Crimsonland,4.0
Crimzon Clover  WORLD IGNITION,5.0
Critical Mass,4.0
Critter Crunch,1.0
CroNix,17.0
Croixleur Sigma,1.0
Crookz - The Short Movie,1.0
CrossCode,1.0
Crossfire Europe,8.0
Crouching Pony Hidden Dragon,2.0
Crow - Hunter (Trapper Class),11.0
Crowntakers,2.0
Cruel Arena,1.0
Crusader Kings Complete,4.0
Crusader Kings II,102.0
Crusader Kings II Hymns of Abraham,11.0
Crusader Kings II Military Orders Unit Pack,13.0
Crusader Kings II Sons of Abraham,26.0
Crusader Kings II Warriors of Faith Unit Pack,10.0
Crusaders Thy Kingdom Come,1.0
Crusaders of the Lost Idols,11.0
Cry of Fear,162.0
Cryostasis,6.0
Crypt of the NecroDancer,19.0
Crypt of the NecroDancer Extended Soundtrack,4.0
Crypt of the NecroDancer Extras,1.0
Crypt of the Necrodancer Soundtrack,3.0
Crysis,73.0
Crysis 2,14.0
Crysis 2 Maximum Edition,151.0
Crysis Warhead,61.0
Crysis Wars,61.0
Crystal Caves,3.0
Crystal Rift,1.0
Crystals of Time,11.0
Cthulhu Saves the World ,39.0
Cube & Star An Arbitrary Love,4.0
CubeGun,4.0
Cubemen,12.0
Cubemen 2,5.0
Cubesis,1.0
Cubetractor,7.0
Cubic Castles,52.0
Cubot,1.0
Cult of the Wind,12.0
Cultures - Northland,1.0
Curse The Eye of Isis,2.0
Curse of Mermos,13.0
Curse of the Assassin,1.0
Cyberpunk 3776,1.0
Cyto,1.0
D.I.P.R.I.P. Warm Up,14.0
D.U.S.T.,1.0
D4 Dark Dreams Don't Die,1.0
DARK,5.0
DARK - Cult of the Dead DLC,1.0
DARK SOULS II,77.0
DARK SOULS II - Season Pass,24.0
DARK SOULS II Crown of the Old Iron King,29.0
DARK SOULS II Scholar of the First Sin,38.0
DC Universe Online,154.0
DCS Black Shark,1.0
DCS World,84.0
DEFCON,52.0
DETOUR,13.0
DLC Quest,26.0
DOOM 3,32.0
DOOM 3 BFG Edition,33.0
DOOM 3 Resurrection of Evil,25.0
DOOM II Hell on Earth,29.0
DRAGON BALL XENOVERSE,33.0
DRAGON QUEST HEROES Slime Weapons and Two Bonus Maps,3.0
DRAKERZ-Confrontation,6.0
DUNGEONS - Steam Special Edition,13.0
DUNGEONS - The Dark Lord (Steam Special Edition),10.0
DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,8.0
Daikatana,18.0
Damnation,2.0
Damnation City of Death,1.0
Damned,12.0
Dangerous High School Girls in Trouble!,2.0
Dangerous Waters,1.0
Danmaku Unlimited 2,2.0
Dark Ages,3.0
Dark Arcana The Carnival,2.0
Dark Echo,1.0
Dark Fall 1 The Journal,3.0
Dark Fall 2 Lights Out,4.0
Dark Fall Lost Souls,2.0
Dark Forester,1.0
Dark Matter,4.0
Dark Messiah of Might & Magic Multi-Player,52.0
Dark Messiah of Might & Magic Single Player,52.0
Dark Sector,2.0
Dark Souls Prepare to Die Edition,136.0
Dark Void,3.0
Dark Void Zero,2.0
DarkBase 01,2.0
DarkEnd,1.0
DarkStar One,7.0
Darkest Dungeon,39.0
Darkest Hour A Hearts of Iron Game,7.0
Darkest Hour Europe '44-'45,63.0
Darkout,3.0
Darksiders,154.0
Darksiders II,104.0
Darksiders II Deathinitive Edition,32.0
Darksiders II Soundtrack,28.0
Darksiders Soundtrack,29.0
Darkspore,8.0
Darkstone,1.0
Darkwind War on Wheels,10.0
Darwinia,42.0
Data Hacker Corruption,1.0
Data Hacker Initiation,1.0
Data Jammers FastForward,2.0
David.,4.0
Dawn of Discovery,9.0
Dawn of Discovery - Demo,8.0
Dawn of Discovery - Venice,8.0
Day One Garry's Incident,5.0
Day of Defeat,534.0
Day of Defeat Source,409.0
DayZ,249.0
Daylight,3.0
Dead Bits,32.0
Dead Bits (Soundtrack),2.0
Dead Effect,8.0
Dead Horde,6.0
Dead Island,231.0
Dead Island Epidemic,353.0
Dead Island Riptide,94.0
Dead Mountaineer's Hotel,1.0
Dead Pixels,9.0
Dead Realm,10.0
Dead Rising 2,27.0
Dead Rising 2 Off the Record,14.0
Dead Rising 3,17.0
Dead Rising 3 DLC1,17.0
Dead Rising 3 DLC2,17.0
Dead Rising 3 DLC3,17.0
Dead Rising 3 DLC4,17.0
Dead Space,157.0
Dead Space 2,83.0
Dead State,2.0
Dead or Alive 5 Last Round,1.0
DeadCore,9.0
Deadbreed,39.0
Deadbreed  Undertaker Beta Pack,6.0
Deadfall Adventures,5.0
Deadlight,68.0
Deadlight Original Soundtrack,38.0
Deadlings - Rotten Edition,3.0
Deadly 30,6.0
Deadly Premonition The Director's Cut,11.0
Deadly Profits,6.0
Deadly Sin 2,7.0
Deadnaut,1.0
Deadpool,15.0
Dear Esther,50.0
Death Rally,4.0
Death Rally (Classic),3.0
Death Ray Manta,3.0
Death Skid Marks,1.0
Death Track Resurrection,1.0
Death to Spies,1.0
Death to Spies Moment of Truth,3.0
DeathSpank,8.0
DeathSpank Thongs Of Virtue,8.0
Deathmatch Classic,524.0
Deathtrap,2.0
Decay - The Mare,3.0
Deep Dungeons of Doom,1.0
Deep Eclipse,1.0
Deep Fritz 14 DLC,1.0
Deep Under the Sky,2.0
Deepworld,18.0
Defend Your Life,4.0
Defender's Quest Valley of the Forgotten,9.0
Defenders of Ardania,2.0
Defense Grid 2,17.0
Defense Grid 2 A Matter of Endurance,9.0
Defense Grid Containment DLC,5.0
Defense Grid Resurgence Map Pack 1,21.0
Defense Grid Resurgence Map Pack 2 ,20.0
Defense Grid Resurgence Map Pack 3,20.0
Defense Grid Resurgence Map Pack 4,20.0
Defense Grid The Awakening,46.0
Defiance,218.0
Defiance Arktech Revolution,1.0
Defy Gravity,52.0
Deja Vu MacVenture Series,2.0
Delta Force 2,1.0
Delta Force Black Hawk Down,2.0
Delta Force Black Hawk Down - Team Sabre,2.0
Delve Deeper,3.0
Delver,4.0
Dementium II HD,3.0
Demigod,15.0
Demise of Nations Rome,3.0
Democracy 2,5.0
Democracy 3,31.0
Democracy 3 Clones and Drones,6.0
Democracy 3 Extremism,10.0
Democracy 3 Extremism Linux,10.0
Democracy 3 Extremism Mac,10.0
Democracy 3 Social Engineering,9.0
Democracy 3 Social Engineering Linux,9.0
Democracy 3 Social Engineering Mac,9.0
"Demolition, Inc.",5.0
Demon Hunter Chronicles from Beyond,1.0
Demonicon,5.0
Deponia,48.0
Deponia The Complete Journey,8.0
Depression Quest,12.0
Depth,32.0
Depth - S.T.E.V.E. Pack,1.0
Depth DEV,1.0
Depth Hunter 2 Deep Dive,3.0
Depth Hunter 2 Ocean Mysteries,1.0
Depths of Peril,1.0
Descent,3.0
Descent 2,2.0
Descent 3,1.0
Descent Underground,2.0
Desert Gunner,1.0
Desert Thunder,12.0
Desktop Dungeons,3.0
Desktop Dungeons Goatperson DLC,1.0
Desktop Dungeons Soundtrack,1.0
Despair,7.0
Desperados - Wanted Dead or Alive,2.0
Destination Sol,16.0
Destiny Warriors,4.0
Detective Case and Clown Bot in Murder in the Hotel Lisbon,3.0
Detective Grimoire,2.0
Dethroned!,17.0
Deus Ex Game of the Year Edition,80.0
Deus Ex Human Revolution,163.0
Deus Ex Human Revolution - Director's Cut,97.0
Deus Ex Human Revolution - The Missing Link,55.0
Deus Ex Invisible War,63.0
Deus Ex Revision,7.0
Deus Ex The Fall,29.0
Dev Guy,12.0
Devil May Cry 3 Special Edition,11.0
Devil May Cry 4,26.0
Devil May Cry 4 Special Edition,3.0
Devil's Bluff,1.0
Devil's Workshop pack,8.0
Devilian,16.0
Devils & Demons,1.0
Devils Share,3.0
Dex,2.0
DiRT,7.0
DiRT 2,33.0
DiRT 3,69.0
DiRT 3 Complete Edition,81.0
DiRT Rally,19.0
DiRT Showdown,56.0
Diamond Dan,1.0
Diaper Dash,1.0
Diehard Dungeon,1.0
Dig or Die,4.0
DiggerOnline,47.0
Digital Combat Simulator A-10C Warthog,6.0
Diner Dash Hometown Hero,1.0
DinerTown Tycoon,1.0
Dinner Date,2.0
Dino D-Day,108.0
Dinosaur Hunt Africa Contract,2.0
Dirty Bomb,323.0
Disciples II Gallean's Return,10.0
Disciples II Rise of the Elves,7.0
Disciples III Reincarnation,8.0
Disciples III Renaissance,13.0
Disciples III Resurrection,9.0
Disciples Sacred Lands Gold,1.0
Dishonored,173.0
Dishonored (RU),21.0
Dismal Swamp DLC,12.0
Disney Infinity 2.0,1.0
Disney Infinity 3.0 Play Without Limits,15.0
DisplayFusion,7.0
Distance,8.0
Distant Star Revenant Fleet,2.0
Distant Worlds Universe,1.0
District 187,19.0
Dive to the Titanic,1.0
Divekick,7.0
Divine Divinity,31.0
Divine Souls,37.0
Divinity Dragon Commander,22.0
Divinity Dragon Commander Beta,14.0
Divinity II - Ego Draconis,2.0
Divinity II - The Dragon Knight Saga,5.0
Divinity II Developer's Cut,42.0
Divinity Original Sin,71.0
Divinity Original Sin Enhanced Edition,72.0
Dizzel,91.0
DmC Devil May Cry,57.0
Doc Clock The Toasted Sandwich of Time,4.0
Doctor Who The Eternity Clock,2.0
Dodge,1.0
DogFighter,22.0
Dogfight 1942,8.0
Dogfight 1942 Fire over Africa,7.0
Dogfight 1942 Russia under Siege,7.0
Dogs of War Online - Beta,10.0
Dollar Dash,2.0
Dollar Dash DLC1 More Ways to Win,2.0
Dollar Dash DLC2 Robbers Tool-Kit,2.0
Dominions 4,2.0
Dominique Pamplemousse,3.0
Don Bradman Cricket 14,1.0
Don't Starve,199.0
Don't Starve Reign of Giants,82.0
Don't Starve Shipwrecked,12.0
Don't Starve Together Beta,256.0
Doodle God,1.0
Doom & Destiny,1.0
Door Kickers,17.0
Door Kickers Soundtrack,7.0
Doorways Holy Mountains of Flesh,1.0
Doorways Prelude,4.0
Doorways The Underworld,4.0
Dota 2,4841.0
Dota 2 - Short Film Contest,1.0
Dota 2 - The International 2015 - Player Profiles,5.0
Double Action Boogaloo,98.0
Double Dragon Neon,9.0
Double Dragon Trilogy,1.0
Down To One,1.0
Downwell,4.0
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist",12.0
Dr.Green,1.0
Draconian Wars,1.0
Dracula 2 The Last Sanctuary,2.0
Dracula 3 The Path of the Dragon,1.0
Dracula 4 and  5 - Special Steam Edition,1.0
Dracula Love Kills,1.0
Dracula Origin,4.0
Dracula The Resurrection,1.0
Dracula's Legacy,5.0
Dragomon Hunter,13.0
Dragomon Hunter - Welcome Gift,3.0
Dragon Age II,5.0
Dragon Age Origins,55.0
Dragon Age Origins - Awakening,6.0
Dragon Age Origins - Ultimate Edition,79.0
Dragon Age Origins Character Creator,8.0
Dragon Nest,34.0
Dragon Nest Europe,46.0
Dragon Quest Heroes,3.0
Dragon The Game,1.0
Dragon's Lair,5.0
Dragon's Lair 2 Time Warp,1.0
Dragon's Prophet,13.0
Dragon's Prophet (EU),20.0
Dragon's Prophet Free Starter Pack,1.0
Dragons and Titans,59.0
Drakensang,4.0
Drakensang The River of Time,3.0
Draw a Stickman EPIC,11.0
Drawn The Painted Tower,1.0
Dream,4.0
Dream Chronicles The Chosen Child,1.0
Dream Of Mirror Online,14.0
Dream Pinball 3D,5.0
Dream Tale,1.0
Dreamfall Chapters,7.0
Dreamfall The Longest Journey,8.0
Dreaming Sarah,2.0
Dreaming Sarah OST,2.0
Driftmoon,4.0
Drive Any Track,1.0
Drive to Hell,1.0
Driver Booster 3 for STEAM,1.0
Driver San Francisco,21.0
Driving School Simulator,1.0
Droid Assault,4.0
Droplitz,8.0
Drunken Robot Pornography,3.0
Ducati World Championship,1.0
Duck Dynasty,1.0
Duck Game,7.0
DuckTales Remastered,6.0
Duke Nukem,4.0
Duke Nukem 2,3.0
Duke Nukem 3D,3.0
Duke Nukem 3D Megaton Edition,33.0
Duke Nukem Forever,47.0
Duke Nukem Forever ,5.0
Duke Nukem Manhattan Project,4.0
Dungeon Crawlers HD,1.0
Dungeon Defenders,136.0
Dungeon Defenders Eternity,11.0
Dungeon Defenders II,114.0
Dungeon Fighter Online,15.0
Dungeon Hearts,5.0
Dungeon Nightmares II  The Memory,1.0
Dungeon Party,21.0
Dungeon Siege,23.0
Dungeon Siege 2,23.0
Dungeon Siege III,50.0
Dungeon Souls,2.0
Dungeon of Elements,1.0
Dungeon of the Endless,21.0
Dungeonbowl Knockout Edition,3.0
Dungeonland,74.0
Dungeonland - All access pass,28.0
Dungeons & Dragons Chronicles of Mystara,6.0
Dungeons & Dragons Daggerdale,6.0
Dungeons & Dragons Online,46.0
Dungeons 2,6.0
Dungeons The Eye of Draconus,2.0
Dungeons of Dredmor,38.0
Duskers,1.0
Dust An Elysian Tail,76.0
Dustforce,34.0
Dustoff Heli Rescue,1.0
Dwarfs F2P,35.0
Dwarfs!?,17.0
Dyad,1.0
Dying Light,85.0
Dynamite Jack,6.0
Dynasty Warriors 8 - Empires,2.0
Dynomite! Deluxe,1.0
Dysan the Shapeshifter,1.0
Dysfunctional Systems Learning to Manage Chaos,5.0
Dystopia,5.0
E.Y.E Divine Cybermancy,34.0
EDGE,26.0
ENKI,1.0
ENSLAVED Odyssey to the West Premium Edition,13.0
EVE Online,30.0
EVGA PrecisionX 16,38.0
Eador. Masters of the Broken World,10.0
Earth 2140 HD,2.0
Earth 2150 Lost Souls,18.0
Earth 2150 The Moon Project,26.0
Earth 2150 Trilogy,11.0
Earth 2160,14.0
Earth Defense Force Insect Armageddon,5.0
East India Company,2.0
East India Company Gold,51.0
East India Company Pirate Bay,1.0
East India Company Privateer,1.0
Eastside Hockey Manager,1.0
EasyAntiCheat eSports,13.0
Eaten Alive,1.0
Echelon,1.0
Echo of Soul,38.0
Echo of the Wilds,1.0
Echoes+,17.0
Eden Star  Destroy - Build - Protect,3.0
Edge of Space,10.0
Edna & Harvey Harvey's New Eyes,15.0
Edna & Harvey The Breakout,8.0
Eets,22.0
Eets Munchies,37.0
Eidolon,4.0
Eldevin,27.0
Eldritch,9.0
Electric Highways,5.0
Electronic Super Joy,8.0
Electronic Super Joy Bonus Content,4.0
Electronic Super Joy Groove City,4.0
Elegy For A Dead World,1.0
Element4l,6.0
Elemental Fallen Enchantress Map Pack,1.0
Elementary My Dear Majesty!,1.0
Elements Soul of Fire,1.0
Eleusis,1.0
Elite Dangerous,34.0
Elite Dangerous Horizons,2.0
Else Heart.Break(),1.0
Elsword,63.0
Elven Legacy,4.0
Elven Legacy Magic,2.0
Elven Legacy Ranger,2.0
Elven Legacy Siege,2.0
Emergency 2012,1.0
Emergency 2013,2.0
Emergency 2014,3.0
Emergency 5 - Deluxe Edition,1.0
Emet - Hunter (Medic Class),3.0
Emily is Away,55.0
Empire TV Tycoon,2.0
Empire Total War,263.0
Empires,5.0
Empires Dawn of the Modern World,1.0
Empyrion - Galactic Survival,7.0
Enclave,107.0
Endless Legend,41.0
Endless Sky,21.0
Endless Sky - High DPI,1.0
Endless Space,61.0
Enemy Front,5.0
Enemy Mind,20.0
Enemy Territory Quake Wars,2.0
Enforcer Police Crime Action,3.0
English Country Tune,19.0
Enigmatis 2 The Mists of Ravenwood,3.0
Enigmatis The Ghosts of Maple Creek,2.0
Entropy,1.0
Environmental Station Alpha,1.0
Epic Arena,10.0
Epic Battle Fantasy 4,5.0
Epic Battle Fantasy 4 - Soundtrack,1.0
Epic Cards Battle(TCG),8.0
Epigenesis,13.0
Eradicator,1.0
Eron,2.0
Eryi's Action,2.0
Escape,11.0
Escape Dead Island,1.0
Escape Goat,3.0
Escape Goat 2,1.0
Escape Machines,5.0
Escape Rosecliff Island,6.0
Eschalon Book 1,1.0
Eschalon Book 2,2.0
Esenthel Engine,11.0
Estranged Act I,12.0
Eternal Fate,10.0
Eternal Senia,22.0
Eternal Silence,10.0
Ethan Meteor Hunter,8.0
Ethan Meteor Hunter Deluxe Content,1.0
Ether One,5.0
Ether One Deluxe Edition Upgrade,2.0
Ether One Redux,5.0
Ether Vapor Remaster,4.0
Etherium,4.0
Etherlords,3.0
Etherlords II,3.0
Eufloria,19.0
Eufloria HD,20.0
Eufloria HD Original Soundtrack,19.0
Euro Fishing,3.0
Euro Truck Simulator,31.0
Euro Truck Simulator 2,187.0
Euro Truck Simulator 2 - Going East!,70.0
Euro Truck Simulator 2 - Ice Cold Paint Jobs Pack,33.0
Eurofighter Typhoon,10.0
Europa Universalis III,37.0
Europa Universalis III Divine Wind,9.0
Europa Universalis III Heir to the Throne,8.0
Europa Universalis IV,52.0
Europa Universalis IV American Dream DLC,11.0
Europa Universalis IV Conquest of Paradise,18.0
Europa Universalis IV Conquistadors Unit pack ,12.0
Europa Universalis IV National Monuments II,10.0
Europa Universalis IV Songs of the New World,8.0
Europa Universalis IVNative Americans Unit Pack,10.0
Europa Universalis Rome - Gold Edition,5.0
Europa Universalis Rome - Vae Victis,5.0
European Ship Simulator,1.0
EverQuest Free-to-Play,24.0
EverQuest II,31.0
EverQuest II Rise of Kunark,1.0
EverQuest II The Shadow Odyssey,1.0
EverQuest Secrets of Faydwer,1.0
EverQuest Seeds of Destruction,1.0
Everlasting Summer,60.0
Everlasting Summer DLC One pioneer's story,1.0
Everyday Genius SquareLogic,1.0
Evil Genius,15.0
EvilQuest,1.0
Evochron Mercenary,5.0
Evoland,25.0
Evolution RTS,10.0
Evolve,34.0
Evolve - Behemoth,20.0
Evolve - Gorgon,5.0
Executive Assault,1.0
Expeditions Conquistador,7.0
Explodemon,1.0
F.E.A.R.,76.0
F.E.A.R. 2 Project Origin,114.0
F.E.A.R. 3,116.0
F.E.A.R. Extraction Point,76.0
F.E.A.R. Online,64.0
F.E.A.R. Perseus Mandate,76.0
F1 2010,6.0
F1 2011,6.0
F1 2012,20.0
F1 2013,15.0
F1 2014,8.0
F1 2015,7.0
F1 Race Stars,4.0
FATE,7.0
FATE The Traitor Soul,1.0
FATE Undiscovered Realms,4.0
FEZ,87.0
FIFA Manager 09,1.0
FIFA Manager 10,1.0
FIFA Manager 11,1.0
FINAL FANTASY III,10.0
FINAL FANTASY IV,4.0
FINAL FANTASY IV THE AFTER YEARS,1.0
FINAL FANTASY TYPE-0 HD,6.0
FINAL FANTASY V,1.0
FINAL FANTASY VII,79.0
FINAL FANTASY VIII,40.0
FINAL FANTASY XI,6.0
FINAL FANTASY XI Ultimate Collection - Abyssea Edition,3.0
FINAL FANTASY XIII,29.0
FINAL FANTASY XIII-2,14.0
FINAL FANTASY XIV A Realm Reborn,25.0
FINAL FANTASY XIV A Realm Reborn (NA version),8.0
FINAL FANTASY XIV A Realm Reborn (PAL version),8.0
FINAL FANTASY XIV A Realm Reborn CE (NA version),5.0
FINAL FANTASY XIV Heavensward,6.0
FIREFIGHT RELOADED,1.0
FIST OF AWESOME,5.0
FLOCK!,1.0
FLY'N,6.0
FLYING TIGERS SHADOWS OVER CHINA,1.0
FORCED,37.0
FORCED Original Soundtrack,1.0
FOTONICA,3.0
FRACT OSC,2.0
FRONTIERS,1.0
FTL Faster Than Light,157.0
FUEL,9.0
FX Football - The Manager for Every Football Fan,3.0
FX Football 3D Match,3.0
Fable - The Lost Chapters,53.0
Fable Anniversary,24.0
Fable III,23.0
Fabula Mortis,1.0
Face It - A game to fight inner demons,1.0
Face Noir,4.0
Face of Mankind,35.0
FaceRig,13.0
FaceRig Pro Upgrade,1.0
FaceRig Team Fortress 2 Avatars DLC,2.0
Faces of War,4.0
Fading Hearts,2.0
FaeVerse Alchemy,1.0
Faerie Solitaire,12.0
Faery - Legends of Avalon,2.0
Fahrenheit Indigo Prophecy Remastered,4.0
Fair Strike,1.0
Fairy Bloom Freesia,9.0
Fairy Bloom Freesia - Original Soundtrack,4.0
Fairy Fencer F,5.0
Fairy Tale Mysteries The Puppet Thief Collector's Edition,1.0
Fake Colours,1.0
Fall of the New Age Premium Edition,1.0
Fallen Earth,121.0
Fallen Enchantress,4.0
Fallen Enchantress Legendary Heroes,20.0
Fallen Enchantress Legendary Heroes - Battlegrounds DLC,1.0
Fallen Enchantress Legendary Heroes - The Dead World,2.0
Fallen Enchantress Legendary Heroes Leader Pack,2.0
Fallen Enchantress Legendary Heroes Loot Pack,2.0
Fallen Enchantress Legendary Heroes Map Pack,4.0
Fallen Enchantress Legendary Heroes Quest Pack,3.0
Fallout,54.0
Fallout 2,48.0
Fallout 3,47.0
Fallout 3 - Game of the Year Edition,141.0
Fallout 3 - Mothership Zeta,3.0
Fallout 3 - Point Lookout,3.0
Fallout 3 - The Pitt,1.0
Fallout 4,168.0
Fallout New Vegas,337.0
Fallout New Vegas Courier's Stash,188.0
Fallout New Vegas Dead Money,202.0
Fallout New Vegas Honest Hearts,202.0
Fallout Tactics,43.0
Famaze,13.0
Family Guy Back to the Multiverse,1.0
Fancy Skulls,2.0
Fantasy Wars,2.0
Far Cry,60.0
Far Cry 2,93.0
Far Cry 2 Fortunes Pack,93.0
Far Cry 3,207.0
Far Cry 3 Blood Dragon,81.0
Far Cry 4,40.0
FarSky,3.0
Farlight Explorers,1.0
Farm Machines Championships 2014,6.0
Farm for your Life,2.0
Farming Giant,1.0
Farming Simulator 15,31.0
Farming Simulator 15 - ITRunner,1.0
Farming Simulator 2011,8.0
Farming Simulator 2013,35.0
Farming Simulator 2013 - Modding Tutorials,4.0
Farming World,2.0
Fast & Furious Showdown,1.0
Fat Chicken,2.0
Fate of the World,8.0
Fatty Maze's Adventures,1.0
Fearless Fantasy,5.0
Feeding Frenzy 2 Shipwreck Showdown Deluxe,6.0
Ferrum's Secrets where is grandpa?,1.0
Fester Mudd Curse of the Gold - Episode 1,3.0
Fieldrunners,8.0
Fieldrunners 2,7.0
Fiends of Imprisonment,1.0
Fiesta Online,17.0
Fiesta Online NA,23.0
Fight The Dragon,9.0
Final DOOM,25.0
Final Dusk,4.0
Final Exam,6.0
Final Hours of Titanfall,1.0
Final Slam 2,1.0
Finding Teddy,8.0
Finding Teddy Soundtrack,8.0
Fine Sweeper,1.0
Fingerbones,7.0
Fingered,4.0
Finn and Jake's Epic Quest,1.0
Fire,1.0
Firefall,195.0
Firefighters 2014,3.0
Firefly Online Cortex,4.0
Fishing Planet,73.0
Fist Puncher,3.0
Fist of Jesus,3.0
Fistful of Frags,154.0
Five Nights at Freddy's,53.0
Five Nights at Freddy's 2,31.0
Five Nights at Freddy's 3,12.0
Five Nights at Freddy's 4,16.0
Flame Over,3.0
Flashback,1.0
Flashout 2,1.0
FlatOut,14.0
FlatOut 2,20.0
FlatOut Ultimate Carnage,11.0
Flatout 3,7.0
Flesh Eaters,7.0
Flight Control HD,5.0
Flight of the Icarus,3.0
Floating Point,48.0
Flora's Fruit Farm,5.0
Flotilla,3.0
Flower Shop Winter In Fairbrook,2.0
Folk Tale,4.0
Foosball - Street Edition,2.0
FootLOL Epic Fail League,6.0
Football Manager 2009,55.0
Football Manager 2010,38.0
Football Manager 2011,34.0
Football Manager 2012,80.0
Football Manager 2013,104.0
Football Manager 2014,80.0
Football Manager 2015,79.0
Football Manager 2016,27.0
Football Manager 2016 Demo,8.0
Football Manager 2016 Touch Mode - Design a Son,1.0
Football Superstars,37.0
Football Tactics,1.0
For The Glory,1.0
Ford Racing 3,1.0
Foreign Legion Buckets of Blood,5.0
Foreign Legion Multi Massacre,1.0
Foresight,1.0
Forge,34.0
Fork Parker's Holiday Profit Hike,16.0
Formula Fusion,1.0
Forsaken Uprising,4.0
Forsaken World ,21.0
Fort Defense,2.0
Fortix,6.0
