Name,Value
Fortix 2,4.0
Fortress Forever,3.0
FortressCraft Evolved,5.0
FortressCraft Evolved Multiplayer,2.0
Fortune Summoners Secret of the Elemental Stone,7.0
Foul Play,5.0
Fox & Flock,1.0
Fractal Make Blooms Not War,9.0
Fractured Space,72.0
Franchise Hockey Manager 2,1.0
Franchise Hockey Manager 2014,3.0
Frankenstein Master of Death,10.0
Freaking Meatbags,4.0
Freddi Fish 2 The Case of the Haunted Schoolhouse,2.0
Freddi Fish 3 The Case of the Stolen Conch Shell,2.0
Freddi Fish 4 The Case of the Hogfish Rustlers of Briny Gulch,2.0
Freddi Fish 5 The Case of the Creature of Coral Cove,2.0
Freddi Fish and Luther's Maze Madness,2.0
Freddi Fish and Luther's Water Worries,2.0
Freddi Fish and The Case of the Missing Kelp Seeds,2.0
Frederic Evil Strikes Back,2.0
Frederic Resurrection of Music,1.0
Free to Play,131.0
FreeStyle2 Street Basketball,257.0
Freedom Fall,3.0
Freedom Force,10.0
Freedom Force vs. the 3rd Reich,10.0
Freedom Planet,6.0
Freedom Planet - Official Soundtrack,1.0
Freight Tycoon Inc.,1.0
Freshman Year,1.0
Fritz Chess 14,1.0
From Dust,38.0
From The Depths,2.0
Front Mission Evolved,12.0
Frontline Tactics,30.0
Frontline Tactics - Close Quater Combat Soldier,2.0
Frontline Tactics - Desert Camouflage,1.0
Frontline Tactics - Golden Guns,1.0
Frontline Tactics - Medic Soldier Pack,2.0
Frontline Tactics - Ninja Camouflage,1.0
Frontline Tactics - Sniper,2.0
Frontline Tactics - Snow Camouflage ,1.0
Frontline Tactics - Tiger Camouflage,1.0
Frontline Tactics - Woodland Camouflage,1.0
Frontlines Fuel of War,8.0
Frozen Free Fall Snowball Fight,8.0
Frozen Hearth,15.0
Frozen Synapse,40.0
Frozen Synapse Prime,6.0
Full Bore,2.0
Full Mojo Rampage,23.0
Full Spectrum Warrior,5.0
Full Spectrum Warrior Ten Hammers,6.0
Funk of Titans,1.0
Fuse,17.0
Future Wars,6.0
GALAK-Z,2.0
GASP,6.0
GAUGE,3.0
GEARCRACK Arena,18.0
GRAV,11.0
GRID,49.0
GRID 2,81.0
GRID 2 GTR Racing Pack,15.0
GRID Autosport,34.0
GT Legends,8.0
GT Power Expansion,17.0
GTA SA German Mac,7.0
GTR 2 - FIA GT Racing Game,5.0
GTR Evolution,69.0
GUILTY GEAR XX ACCENT CORE PLUS R,1.0
GUILTY GEAR Xrd -SIGN-,4.0
GUN,3.0
Galactic Arms Race,1.0
Galactic Civilizations I Ultimate Edition,9.0
Galactic Civilizations II Ultimate Edition,53.0
Galactic Civilizations III,16.0
Galactic Civilizations III - Map Pack DLC,2.0
Galactic Civilizations III - Mega Events DLC,2.0
Galactic Civilizations III - Precursor Worlds DLC,1.0
Galactic Civilizations III - Revenge of the Snathi DLC,2.0
Galactic Civilizations III - Ship Designer's Toolbox DLC,3.0
Galactic Civilizations III Soundtrack,3.0
Galaxy on Fire 2 Full HD,20.0
Galcon 2,16.0
Galcon Fusion,13.0
Galcon Legends,7.0
Game Character Hub,11.0
Game Dev Tycoon,71.0
Game Tycoon 1.5,4.0
Game of Thrones ,41.0
Game of Thrones - A Telltale Games Series,29.0
GameGuru,13.0
GameGuru - Buildings Pack,5.0
GameLoading Rise of the Indies,1.0
GameMaker Studio,26.0
GameMaker Studio Android,2.0
GameMaker Studio HTML5,2.0
GameMaker Studio Professional,2.0
GameMaker Studio Standard,1.0
GameMaker Studio Ubuntu Export,2.0
GameMaker Studio Windows Phone 8,1.0
GameMaker Studio YoYo Compiler,1.0
GameMaker Studio iOS,1.0
GamersGoMakers,1.0
Games of Glory,7.0
Gang Beasts,15.0
Gaokao.Love.100Days,2.0
Garden Rescue,1.0
Gare Sapphire Mechs,1.0
Garry's Mod,731.0
Garshasp Temple of the Dragon,1.0
Garshasp The Monster Slayer,2.0
Gary Grigsby's War in the East,1.0
Gas Guzzlers Extreme,10.0
Gateways,1.0
Gauntlet ,38.0
Gear Up,116.0
GemCraft - Chasing Shadows,2.0
Gemini Rue,16.0
Gemini Wars,2.0
Gems of War,11.0
Geneforge 1,4.0
Geneforge 2,4.0
Geneforge 3,4.0
Geneforge 4,4.0
Geneforge 5,4.0
Genesis Online,14.0
Genesis Rising,4.0
Geometry Dash,15.0
Geometry Wars 3 Dimensions Evolved,2.0
Geometry Wars Retro Evolved,14.0
GestureWorks Gameplay,1.0
Get Off My Lawn!,20.0
Gettysburg Armored Warfare,1.0
Ghost Encounters Deadwood - Collector's Edition,1.0
Ghost Master,11.0
Ghost Pirates of Vooju Island,1.0
Ghost in the Shell Stand Alone Complex First Assault Online,2.0
Ghostbusters Sanctum of Slime,1.0
Ghostbusters The Video Game,19.0
Giana Sisters Twisted Dreams,44.0
Giana Sisters Twisted Dreams - Rise of the Owlverlord,9.0
Gigantic Army,5.0
Gimbal,1.0
Gish,28.0
Glacier 3 The Meltdown,11.0
Gladiators Online - Tiro Pack,1.0
Gladiators Online Death Before Dishonor,9.0
Glare,2.0
Glass Wing,1.0
Global Agenda,37.0
Global Agenda - Beta,1.0
Global Ops Commando Libya,2.0
Glorkian Warrior The Trials Of Glork,2.0
Glowfish,2.0
Gnomoria,14.0
Go! Go! Nippon! ~My First Trip to Japan~,8.0
GoD Factory Wingmen,3.0
Goat Simulator,146.0
Goats on a Bridge,5.0
God Mode,18.0
Gods Will Be Watching,5.0
Godus,16.0
Gold Package,1.0
Gold Rush! Anniversary,1.0
Gold Rush! Classic,2.0
Golden Rush,11.0
Gomo,5.0
Gone Home,42.0
GooCubelets,8.0
GooCubelets 2,1.0
Good Friends Character Pack,3.0
Good Ol Times,3.0
Goodbye Deponia,19.0
Gorky 17,18.0
Gotham City Impostors,16.0
Gotham City Impostors Free To Play,162.0
Gothic,14.0
Gothic 3,20.0
Gothic 3 Forsaken Gods Enhanced Edition,8.0
Gothic II Gold Edition,17.0
Governor of Poker 2,1.0
Governor of Poker 2 Premium Edition,1.0
Grand Ages Medieval,3.0
Grand Ages Rome,9.0
Grand Chase,36.0
Grand Class Melee 2,1.0
Grand Theft Auto,42.0
Grand Theft Auto 2,42.0
Grand Theft Auto Episodes from Liberty City,181.0
Grand Theft Auto III,180.0
Grand Theft Auto IV,281.0
Grand Theft Auto San Andreas,351.0
Grand Theft Auto V,273.0
Grand Theft Auto Vice City,207.0
Grandia II Anniversary Edition,1.0
Grapple,1.0
Grass Simulator,1.0
Gratuitous Space Battles,37.0
Gratuitous Tank Battles,5.0
Gravi,1.0
Gravilon,10.0
Gravity Badgers,3.0
Gravity Core - Braintwisting Space Odyssey,1.0
Gravity Ghost,1.0
Gray Matter,4.0
Great Permutator,3.0
Greed Black Border,4.0
Greed Corp,25.0
Grey Goo,12.0
Grey Goo - Emergence Campaign,10.0
Grey Goo - Soundtrack,6.0
Grey's Anatomy The Video Game,1.0
Greyfox,11.0
GridRunner Revolution,3.0
Grim Dawn,14.0
Grim Fandango Remastered,23.0
Grim Legends 2 Song of the Dark Swan,1.0
Grim Legends The Forsaken Bride,6.0
Grimind,6.0
Grimm,20.0
Grimoire Manastorm,21.0
Grotesque Tactics 2 - Dungeons and Donuts,8.0
Grotesque Tactics Evil Heroes,10.0
Grotesque Tactics Evil Heroes - Dev,1.0
Grow Home,14.0
Grow Home Soundtrack DLC,1.0
Growing Pains,1.0
Guacamelee! Gold Edition,55.0
Guacamelee! Super Turbo Championship Edition,3.0
Guardians of Graxia,3.0
Guardians of Middle-earth,43.0
Guardians of Orion,2.0
Guild Commander,1.0
Guild Wars,13.0
Guild Wars Game of the Year,3.0
Guild Wars Nightfall,1.0
Guild Wars Trilogy,9.0
Guild of Dungeoneering,4.0
Guilty Gear Isuka,1.0
Guilty Gear X2 #Reload,4.0
Gumboy Crazy Adventures,7.0
Gumboy Crazy Features,7.0
Gumboy Tournament,5.0
Gun Metal,14.0
Gun Monkeys,63.0
GunWorld,1.0
GunZ 2 The Second Duel,221.0
Guncraft,6.0
GundeadliGne,2.0
Gundemonium Recollection,2.0
Gunman Clive,4.0
Gunman Clive 2,1.0
Gunpoint,53.0
Guns and Robots,74.0
Guns of Icarus Online,83.0
Guns'N'Zombies,5.0
Guns'N'Zombies N'Aliens,1.0
Gunscape,14.0
Gunship!,2.0
Gunslugs 2,1.0
Gunspell Steam Edition,1.0
Gurumin A Monstrous Adventure,3.0
Gyromancer,3.0
H1Z1,138.0
H1Z1 Test Server,138.0
HAWKEN,225.0
HAWKEN - Mercenary Bundle,1.0
HELLDIVERS,6.0
HIS (Heroes In the Sky),23.0
HIT,18.0
HOARD,34.0
HOMEFRONT Demo,15.0
Habitat,2.0
Hack 'n' Slash,9.0
"Hack, Slash, Loot",7.0
Hacker Evolution,24.0
Hacker Evolution - Untold,17.0
Hacker Evolution Duality,15.0
Hacknet,6.0
Haegemonia Legions of Iron,1.0
Haegemonia The Solon Heritage,1.0
Half Minute Hero Super Mega Neo Climax Ultimate Boy,25.0
Half Minute Hero The Second Coming,4.0
Half-Life,388.0
Half-Life 2,639.0
Half-Life 2 Deathmatch,823.0
Half-Life 2 Episode One,394.0
Half-Life 2 Episode Two,365.0
Half-Life 2 Lost Coast,981.0
Half-Life 2 Update,36.0
Half-Life Blue Shift,363.0
Half-Life Deathmatch Source,268.0
Half-Life Opposing Force,366.0
Half-Life Source,190.0
Halfway,2.0
Halo Spartan Assault,19.0
Halo Spartan Strike,2.0
Hamilton's Great Adventure,3.0
"Hamlet or the last game without MMORPG features, shaders and product placement",2.0
Hammer Heads Deluxe,1.0
Hammerfight,38.0
Hammerwatch,69.0
Hand Of Fate,7.0
Happy Wars,114.0
Happy Wars - Evil Warrior Set,1.0
Hard Reset,29.0
Hard Reset Exile DLC,29.0
Hard Truck Apocalypse / Ex Machina,1.0
Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113,3.0
Hardland,1.0
Hare In The Hat,1.0
Harvest Massive Encounter,3.0
Harvester,2.0
HassleHeart,1.0
Hate Plus,4.0
Hatland Adventures,2.0
Hatoful Boyfriend,8.0
Hatred,7.0
Haunt the House Terrortown,2.0
Haunted,1.0
Haunted House,1.0
Haunted Memories,56.0
Hazard Ops,28.0
HeXen Beyond Heretic,10.0
HeXen Deathkings of the Dark Citadel,10.0
HeXen II,12.0
Headcrab Frenzy!,1.0
Hearthlands,1.0
Hearts of Iron II Complete,5.0
Hearts of Iron III,24.0
Hearts of Iron III German II Sprite Pack,10.0
Heavy Bullets,2.0
Heavy Fire Afghanistan,4.0
Heavy Weapon Deluxe,1.0
Hector Ep 1,24.0
Hector Ep 2,22.0
Hector Ep 3,22.0
Hegemony Gold Wars of Ancient Greece,2.0
Hegemony III Clash of the Ancients,1.0
Hegemony Philip of Macedon,1.0
Hegemony Rome The Rise of Caesar,1.0
Heli Heroes,4.0
Helicopter Simulator 2014 Search and Rescue,8.0
Hell Yeah!,18.0
Helldorado,2.0
Hello Kitty and Sanrio Friends Racing,1.0
Her Story,6.0
Heretic Shadow of the Serpent Riders,10.0
Hero Academy,15.0
Hero Siege,32.0
Hero Siege - The Depths of Hell,3.0
Hero Siege - The Depths of Hell (Collector's Edition),2.0
Hero Siege - The Karp of Doom,7.0
Hero Siege - The Karp of Doom (Digital Collector's Edition),6.0
Hero of Many,1.0
Hero of the Kingdom,6.0
Heroes & Generals,658.0
Heroes Never Lose Professor Puzzler's Perplexing Ploy,1.0
Heroes Over Europe,1.0
Heroes and Titans Online,1.0
Heroes of Annihilated Empires,3.0
Heroes of Hellas 3 Athens,3.0
Heroes of Might & Magic III - HD Edition,18.0
Heroes of Might & Magic V,16.0
Heroes of Might & Magic V Hammers of Fate,8.0
Heroes of Might & Magic V Tribes of the East,11.0
Heroes of Scene,13.0
Heroes of SoulCraft,12.0
Heroes of a Broken Land,1.0
Heroine's Quest The Herald of Ragnarok,9.0
Hexcells,2.0
Hidden Object Bundle 4 in 1,1.0
Hidden Object Bundle 5 in 1,1.0
High Roller,1.0
Higurashi When They Cry - Ch.1 Onikakushi,1.0
Hinterland,1.0
Hitman 2 Silent Assassin,78.0
Hitman Absolution,197.0
Hitman Blood Money,77.0
Hitman Codename 47,66.0
Hitman Contracts,32.0
Hitman Sniper Challenge,122.0
Hitogata Happa,2.0
Hocus Pocus,3.0
Hollywood Visionary,2.0
Holy Avatar vs. Maidens of the Dead,8.0
Holy Potatoes! A Weapon Shop?!,4.0
Home,20.0
Homebrew - Vehicle Sandbox,1.0
Homefront,54.0
Homeworld Remastered Collection,38.0
Hook,1.0
Horizon,6.0
Horizon Shift,1.0
Hospital Tycoon,17.0
Hostile Waters Antaeus Rising,15.0
Hotel Collectors Edition,1.0
Hotel Dash,1.0
Hotel Giant 2,1.0
Hotline Miami,114.0
Hotline Miami 2 Wrong Number,25.0
Hotline Miami 2 Wrong Number Digital Comic,13.0
"House of 1,000 Doors - Family Secrets",1.0
House of 1000 Doors The Palm of Zoroaster Collector's Edition,1.0
How To Survive Third Person,7.0
How to Survive,75.0
Humanity Asset,13.0
HuniePop,22.0
HuniePop Official Digital Art Collection,5.0
HuniePop Original Soundtrack,5.0
Hunted The Demon's Forge,8.0
Hunters Of The Dead,1.0
Hunting Unlimited 2010,4.0
Huntsman - The Orphanage Halloween Edition,4.0
Hurtworld,9.0
Hydrophobia Prophecy,20.0
Hylics,3.0
Hyper Fighters,16.0
Hyperdimension Neptunia Re;Birth1,10.0
Hyperdimension Neptunia Re;Birth2 Sisters Generation,4.0
Hyperdimension Neptunia Re;Birth3 V Generation,2.0
I Am Alive,10.0
I Am Vegend,2.0
"I Have No Mouth, and I Must Scream",13.0
I am Bread,14.0
"I, Zombie",8.0
I-Fluid,1.0
IL-2 Sturmovik 1946,12.0
IL-2 Sturmovik Battle of Stalingrad,3.0
IL-2 Sturmovik Cliffs of Dover,14.0
INK,1.0
INK - Soundtrack + Art,1.0
Ice Age Continental Drift Arctic Games,1.0
Icewind Dale Enhanced Edition,5.0
Ichi,6.0
Iesabel,2.0
If My Heart Had Wings,3.0
Iggle Pop! Deluxe,1.0
Ignite,6.0
Ihf Handball Challenge 12,1.0
Ikaruga,2.0
Imagine Earth,1.0
Imagine Me,5.0
Immortal Empire,2.0
Immune,1.0
Imperial Glory,4.0
Imperium Romanum Gold Edition,10.0
Impire,8.0
Impossible Creatures,4.0
In Between,1.0
In Between - Soundtrack,1.0
In Exilium,1.0
In Search of the Most Dangerous Town on the Internet,1.0
InFlux,1.0
InMind VR,7.0
Incognito,1.0
Incoming Forces,9.0
Incredipede,9.0
Indiana Jones and the Fate of Atlantis,11.0
Indiana Jones and the Last Crusade,11.0
Indie Game The Movie,17.0
Indigo Prophecy,4.0
Industry Giant 2,1.0
Infect and Destroy,1.0
Infected The Twin Vaccine - Collector's Edition,2.0
Infernal,5.0
Infestation Survivor Stories,72.0
Infested Planet,9.0
Infinifactory,2.0
Infinite Crisis,64.0
Infinite Space III Sea of Stars,1.0
Infinity Wars - Animated Trading Card Game,35.0
Influent,4.0
Influent DLC -  [Learn Japanese],2.0
Influent DLC - English [Learn English],1.0
Influent DLC - Franais [Learn French],1.0
Influent DLC - Svenska [Learn Swedish],1.0
Injustice Gods Among Us Ultimate Edition,56.0
Inquisitor,3.0
Insane 2,1.0
Insanely Twisted Shadow Planet,19.0
Insaniquarium! Deluxe,7.0
Insanity's Blade,1.0
Insecticide Part 1,6.0
Inside The Gear,1.0
Inside a Star-filled Sky ,1.0
Insurgency,190.0
Insurgency Modern Infantry Combat,67.0
Intake,2.0
Intergalactic Bubbles,4.0
International Snooker,2.0
Interplanetary,6.0
Interstellar Marines,12.0
Into The War,4.0
Into the Dark,2.0
Introduction to 3D Prop Modeling and Design - Viking Armor and Weapons,1.0
Intrusion 2,25.0
Invisible Apartment,4.0
"Invisible, Inc.",9.0
Ion Assault,2.0
Ionball 2  Ionstorm,15.0
Iron Brigade,10.0
Iron Fisticle,1.0
Iron Front  D-Day DLC,8.0
Iron Grip Warlord,8.0
Iron Sky Invasion,4.0
Iron Soul,1.0
Iron Warriors T-72 Tank Command,4.0
Ironcast,1.0
Ironclad Tactics,4.0
Ironclads American Civil War,1.0
Ironclads Anglo Russian War 1866,1.0
Ironclads Chincha Islands War 1866,1.0
Ironclads High Seas,1.0
Ironclads Schleswig War 1864,1.0
Isaac the Adventurer,2.0
Island Flight Simulator,1.0
"It came from space, and ate our brains",4.0
Ittle Dew,7.0
Jack - Hunter (Trapper Class),5.0
Jack Keane,1.0
Jack Keane 2 - The Fire Within,2.0
Jack Lumber,12.0
Jack Orlando Director's Cut,2.0
Jacob Jones and the Bigfoot Mystery  Episode 2,1.0
Jade Empire Special Edition,8.0
Jagged Alliance - Back in Action,12.0
Jagged Alliance 2 - Wildfire ,7.0
Jagged Alliance 2 Gold Pack,4.0
Jagged Alliance 2 Gold Unfinished Business,4.0
Jagged Alliance Crossfire,6.0
Jagged Alliance Flashback,2.0
Jagged Alliance Gold,2.0
Jagged Alliance Online - Steam Edition,7.0
Jagged Alliance Online Raven Pack,10.0
James Bond Blood Stone,1.0
Jamestown,49.0
Jamsouls,1.0
Jane's Advanced Strike Fighters,1.0
Jazzpunk,16.0
Jet Car Stunts,2.0
Jet Gunner,10.0
Jet Racing Extreme,1.0
Jet Set Radio,8.0
Jets'n'Guns Gold,2.0
Jigoku Kisetsukan Sense of the Seasons,10.0
Joe Danger,3.0
Joe Danger 2 The Movie,25.0
Joe Dever's Lone Wolf HD Remastered,2.0
Jolly Rover,7.0
Journey Of The Light,2.0
Journey of a Roach,6.0
Judge Dredd Dredd vs Death,2.0
Juiced 2 Hot Import Nights,3.0
Jump/Boxer,1.0
Jumpdrive,1.0
Jurassic Park The Game,9.0
Just Cause,56.0
Just Cause 2,243.0
Just Cause 2 Multiplayer Mod,86.0
Just Cause 3,15.0
Just Get Through,2.0
KAMI,8.0
KAMUI,3.0
KHOLAT,2.0
KWAAN,1.0
Kairo,5.0
Kane & Lynch 2 Dog Days,53.0
Kane & Lynch Dead Men,30.0
Kanji Training Game,1.0
Kaptain Brawe,2.0
Karate Master 2 Knock Down Blow,1.0
Karateka ,3.0
Karmaflow The Rock Opera Videogame,1.0
Karos,26.0
Karos Returns,6.0
Keen Dreams,2.0
Keep Talking and Nobody Explodes,11.0
Kenshi,5.0
Kentucky Route Zero,9.0
Kerbal Space Program,98.0
Khet 2.0,2.0
KickBeat Steam Edition,14.0
Kidnapped,2.0
Kill Fun Yeah,1.0
Kill The Bad Guy,6.0
Killer is Dead,12.0
Killing Floor,215.0
Killing Floor - Toy Master,30.0
Killing Floor 2,49.0
Killing Floor Beta,1.0
Killing Floor Mod Defence Alliance 2,213.0
Killing Floor Uncovered,21.0
Kinetic Void,3.0
King Arthur - The Role-playing Wargame,20.0
King Arthur Collection,12.0
King Arthur II - The Role-playing Wargame,16.0
King Arthur The Druids,2.0
King Arthur The Saxons,5.0
King Arthur's Gold,21.0
King of Dragon Pass,1.0
King's Bounty Armored Princess,16.0
King's Bounty Crossworlds,15.0
King's Bounty Dark Side,2.0
King's Bounty Legions | Beast Master Pack,1.0
King's Bounty The Legend,18.0
King's Bounty Warriors of the North,9.0
King's Bounty Warriors of the North - Ice and Fire DLC,1.0
King's Quest,3.0
King's Quest Collection,2.0
Kingdom,4.0
Kingdom Elemental,3.0
Kingdom Rush,15.0
Kingdom Tales,1.0
Kingdom Tales 2,2.0
Kingdom Wars,34.0
Kingdom Wars 2 Battles,2.0
Kingdoms,1.0
Kingdoms CCG,6.0
Kingdoms Rise,2.0
Kingdoms of Amalur Reckoning,54.0
Kings Bounty Legions,11.0
Kings of Kung Fu,1.0
Knight of the Hamsters,1.0
KnightShift,40.0
Knightmare Tower,1.0
Knights and Merchants,62.0
Knights of Honor,7.0
Knights of Pen and Paper +1,22.0
Knights of Pen and Paper 2,1.0
Knock-knock,7.0
Knytt Underground,2.0
Kohan II Kings of War,1.0
Kohan Immortal Sovereigns,1.0
Korwin The Game,1.0
Koya Rift,2.0
Krater,13.0
Kraven Manor,3.0
Kromaia,1.0
Krosmaster Arena,6.0
Ku Shroud of the Morrigan,1.0
Kung Fu Strike The Warrior's Rise,11.0
Kung Fury,41.0
Kung Fury Street Rage,4.0
Kuros,1.0
Kyn,2.0
L.A. Noire,92.0
LA Cops,1.0
LEGO Batman 2,9.0
LEGO Batman 3 Beyond Gotham,8.0
LEGO Batman The Videogame,11.0
LEGO Harry Potter Years 5-7,14.0
LEGO Indiana Jones The Original Adventures,1.0
LEGO Jurassic World,7.0
LEGO MARVEL Super Heroes,47.0
LEGO Pirates of the Caribbean The Video Game,3.0
LEGO The Hobbit,19.0
LEGO The Lord of the Rings,38.0
LEGO Worlds,30.0
LEVEL 22,1.0
LIGHTNING RETURNS FINAL FANTASY XIII,7.0
LIMBO,133.0
LISA,10.0
LISA Soundtrack + Art Collection,1.0
LISA the Joyful,3.0
LUDWIG,2.0
LUFTRAUSERS,24.0
LYNE,10.0
La Tale,53.0
La-Mulana,10.0
Labyrinthine Dreams,8.0
Labyronia RPG,5.0
Labyronia RPG 2,2.0
Lakeview Cabin Collection,4.0
Lambda Wars Beta,16.0
Lamia Must Die,4.0
Landmark,5.0
Lara Croft and the Guardian of Light,71.0
Lara Croft and the Temple of Osiris,5.0
Larva Mortus,10.0
Last Dream,2.0
Last Inua,1.0
Last Knight Rogue Rider Edition,1.0
Last Word,8.0
Law & Order Legacies,2.0
Layers of Fear,4.0
Lead and Gold - Gangs of the Wild West,13.0
Leadwerks Game Launcher,3.0
Left 4 Dead,281.0
Left 4 Dead 2,951.0
Left in the Dark No One on Board,2.0
Legacy of Kain Defiance,13.0
Legacy of Kain Soul Reaver,14.0
Legacy of Kain Soul Reaver 2,14.0
Legend of Dungeon,9.0
Legend of Dungeon Masters,6.0
Legend of Fae,1.0
Legend of Grimrock,58.0
Legend of Grimrock 2,15.0
Legend of Mysteria,7.0
Legendary,16.0
Legends of Aethereus,4.0
Legends of Eisenwald,2.0
Legends of Pegasus,3.0
Legends of Persia,4.0
Legions of Ashworld,1.0
Legionwood 2 Rise of the Eternal's Realm,4.0
Lego Harry Potter,16.0
Lego Indiana Jones 2,1.0
Lego Star Wars 3 The Clone Wars,4.0
Lego Star Wars Saga,13.0
Lennox - Hunter (Assault Class),5.0
Leo's Fortune,1.0
Let the Cat In,14.0
Lethal League,14.0
Lethis - Path of Progress,1.0
Letter Quest Grimm's Journey,3.0
Letter Quest Grimm's Journey Remastered,3.0
Leviathan The Last Day of the Decade,2.0
Leviathan Warships,25.0
Leviathan Warships Commonwealth Unit Pack,1.0
Lexica,3.0
Lichdom Battlemage,13.0
Life Is Strange,48.0
Life is Feudal Your Own,13.0
Life is Hard,1.0
Life of Pixel,1.0
Lifeless Planet,6.0
Lifetime Access to Online Services for rFactor 2,1.0
Light,7.0
Light of Altair,3.0
Lightfish,4.0
Lili Child of Geos,1.0
Lilly Looking Through,4.0
Lilly and Sasha Curse of the Immortals,10.0
Lilly and Sasha Guardian Angels,1.0
Lilly and Sasha Nexus of Souls,3.0
Limited Edition,12.0
Lineage II,5.0
Lineage II The Chaotic Throne,1.0
Litil Divil,15.0
Little Big Adventure 2,1.0
Little Farm,1.0
Little Inferno,44.0
Little Racers STREET,8.0
Loadout,358.0
Loadout Campaign Beta,30.0
Loadout Steam Launch Starter Pack,2.0
Loki,2.0
London 2012 The Official Video Game of the Olympic Games,3.0
Lone Survivor The Director's Cut,40.0
Long Live The Queen,21.0
Loom,11.0
Lords Of The Fallen,19.0
Lords of Magic Special Edition,1.0
Lords of the Black Sun,3.0
Lords of the Realm,1.0
Lords of the Realm II,1.0
Lords of the Realm III,1.0
Lost Horizon,3.0
Lost Lands A Hidden Object Adventure,7.0
Lost Planet 2,11.0
Lost Planet 3,28.0
Lost Planet Extreme Condition,30.0
Lost Planet Extreme Condition - Colonies Edition,2.0
Lost Saga North America,19.0
Love,4.0
Lovely Planet,4.0
Lovely Weather We're Having,1.0
Lucid,3.0
Lucidity,1.0
Lucius,33.0
Lucius II,4.0
Lugaru HD ,15.0
Lumber Island - That Special Place,1.0
Lume,7.0
Lumines,1.0
Lumines Advanced Pack,1.0
Lumino City,2.0
Lunar Flight,10.0
Lunch Truck Tycoon,1.0
Luxor Evolved,1.0
Luxuria Superbia,3.0
M.U.D. TV,3.0
MASSIVE CHALICE,4.0
MDK,1.0
MDK 2,1.0
MEDIEVAL Total War - Gold Edition,8.0
METAL GEAR RISING REVENGEANCE,43.0
METAL GEAR SOLID V GROUND ZEROES,47.0
METAL GEAR SOLID V THE PHANTOM PAIN,68.0
METAL SLUG 3,28.0
METAL SLUG DEFENSE,24.0
METAL SLUG DEFENSE - Ptolemaic Army Pack Vol.1,1.0
METAL SLUG X,3.0
MLB 2K10,2.0
MLB 2K11,2.0
MLB 2K12,4.0
MLB Front Office Manager,5.0
MURDERED SOUL SUSPECT,33.0
MURI,3.0
MX vs. ATV Reflex,33.0
MX vs. ATV Supercross Encore,1.0
MXGP - The Official Motocross Videogame,3.0
Mabinogi,29.0
MacGuffin's Curse,3.0
Machinarium,59.0
Mad Games Tycoon,3.0
Mad Max,27.0
Madballs in...Babo Invasion,12.0
Maelstrom,2.0
Mafia,11.0
Mafia II,150.0
Magic 2014 ,45.0
Magic 2015,20.0
Magic Barrage - Bitferno,19.0
Magic Duels,98.0
Magic The Gathering  Duels of the Planeswalkers 2012,20.0
Magic The Gathering  Tactics,18.0
Magic The Gathering - Duels of the Planeswalkers,13.0
Magic The Gathering - Duels of the Planeswalkers 2013,18.0
Magical Battle Festa,3.0
Magical Diary,5.0
Magicite,20.0
Magicka,241.0
Magicka 2,18.0
Magicka Final Frontier,70.0
Magicka Frozen Lake,67.0
Magicka Holiday Spirit Item Pack ,50.0
Magicka Nippon,74.0
Magicka Party Robes,75.0
Magicka The Watchtower,68.0
Magicka Vietnam,109.0
Magicka Wizard Wars,238.0
Magicka Wizard's Survival Kit,89.0
Magicka Wizards of the Square Tablet,1.0
Magnetic By Nature,2.0
Magnifico,1.0
Magrunner Dark Pulse,1.0
Maia,3.0
Mainland,3.0
Majesty 2,7.0
Majesty 2 Battles of Ardania,1.0
Majesty 2 Collection,7.0
Majesty 2 Monster Kingdom,1.0
Majesty Gold Edition,4.0
Majesty Gold HD,4.0
Major League Baseball 2K9,1.0
Major Mayhem,4.0
Major Stryker,3.0
Make it indie!,5.0
Making History II The War of the World,1.0
Making History The Calm & The Storm,3.0
Making History The Great War,1.0
Man Alive Game,1.0
Manhole,4.0
Manhunt,3.0
Manhunter,2.0
Manyland,1.0
MapleStory,33.0
Marble Mayhem Fragile Ball,3.0
March of War,50.0
March of the Eagles,7.0
Mare Nostrum,63.0
Marine Sharpshooter II Jungle Warfare,12.0
Mark of the Ninja,100.0
Mark of the Ninja Special Edition DLC,22.0
Marlow Briggs,5.0
Mars Colony Challenger,1.0
Mars War Logs,16.0
Marvel Heroes 2015,301.0
Marvel Puzzle Quest,21.0
Mass Effect,96.0
Mass Effect 2,110.0
Master Levels for DOOM II,29.0
Master Reboot,2.0
Maszyny Rolnicze 2015,2.0
Mata Hari,2.0
Math Rescue,3.0
Max Gentlemen,5.0
Max Payne,33.0
Max Payne 2 The Fall of Max Payne,34.0
Max Payne 3,118.0
Max Payne 3 Season Pass,26.0
Max The Curse of Brotherhood,3.0
Max and the Magic Marker,1.0
Mayhem Intergalactic,1.0
Mays Mysteries The Secret of Dragonville,2.0
McPixel,28.0
MechWarrior Online,19.0
Mechanic Escape,18.0
Mechanik Maszyn Rolniczych 2015,1.0
Medal of Honor Airborne,13.0
Medal of Honor Pre-Order,113.0
Medal of Honor(TM) Multiplayer,113.0
Medal of Honor(TM) Single Player,113.0
Medieval Engineers,16.0
Medieval II Total War,112.0
Medieval II Total War Kingdoms,79.0
Medieval Mercs,1.0
